Timestamp	Consumption_kWh
2024-07-07 16:00:00	19.21
2024-07-07 17:00:00	20.53
2024-07-07 18:00:00	8.1
2024-07-07 19:00:00	9.14
2024-07-07 20:00:00	5.78
2024-07-07 21:00:00	5.09
2024-07-07 22:00:00	5.35
2024-07-07 23:00:00	7.43
2024-07-08 00:00:00	8.03
2024-07-08 01:00:00	7.84
2024-07-08 02:00:00	6.59
2024-07-08 03:00:00	9.94
2024-07-08 04:00:00	7.9
2024-07-08 05:00:00	6.9
2024-07-08 06:00:00	7.75
2024-07-08 07:00:00	8.73
2024-07-08 08:00:00	8.35
2024-07-08 09:00:00	20.01
2024-07-08 10:00:00	17.03
2024-07-08 11:00:00	19.93
2024-07-08 12:00:00	22.12
2024-07-08 13:00:00	15.59
2024-07-08 14:00:00	19.34
2024-07-08 15:00:00	15.39
2024-07-08 16:00:00	18.22
2024-07-08 17:00:00	20.85
2024-07-08 18:00:00	5.97
2024-07-08 19:00:00	8.2
2024-07-08 20:00:00	7.62
2024-07-08 21:00:00	9.62
2024-07-08 22:00:00	6.32
2024-07-08 23:00:00	5.33
2024-07-09 00:00:00	8.68
2024-07-09 01:00:00	8.86
2024-07-09 02:00:00	9.54
2024-07-09 03:00:00	9.66
2024-07-09 04:00:00	5.07
2024-07-09 05:00:00	6.17
2024-07-09 06:00:00	8.08
2024-07-09 07:00:00	9.75
2024-07-09 08:00:00	9.75
2024-07-09 09:00:00	17.99
2024-07-09 10:00:00	22.86
2024-07-09 11:00:00	18.27
2024-07-09 12:00:00	20.2
2024-07-09 13:00:00	15.25
2024-07-09 14:00:00	14.81
2024-07-09 15:00:00	22.45
2024-07-09 16:00:00	22.05
2024-07-09 17:00:00	17.19
2024-07-09 18:00:00	6.97
2024-07-09 19:00:00	9.82
2024-07-09 20:00:00	5.87
2024-07-09 21:00:00	5.63
2024-07-09 22:00:00	5.68
2024-07-09 23:00:00	7.53
2024-07-10 00:00:00	5.11
2024-07-10 01:00:00	9.74
2024-07-10 02:00:00	9.14
2024-07-10 03:00:00	5.08
2024-07-10 04:00:00	5.88
 
Copied! 
