Timestamp	Consumption_kWh
2024-08-04 13:00:00	21.24
2024-08-04 14:00:00	17.28
2024-08-04 15:00:00	23.02
2024-08-04 16:00:00	13.36
2024-08-04 17:00:00	14.08
2024-08-04 18:00:00	7.57
2024-08-04 19:00:00	9.38
2024-08-04 20:00:00	5.92
2024-08-04 21:00:00	7.31
2024-08-04 22:00:00	7.14
2024-08-04 23:00:00	7.49
2024-08-05 00:00:00	5.81
2024-08-05 01:00:00	6.71
2024-08-05 02:00:00	6.31
2024-08-05 03:00:00	9.22
2024-08-05 04:00:00	9.0
2024-08-05 05:00:00	7.13
2024-08-05 06:00:00	8.04
2024-08-05 07:00:00	5.73
2024-08-05 08:00:00	7.55
2024-08-05 09:00:00	21.03
2024-08-05 10:00:00	22.39
2024-08-05 11:00:00	22.36
2024-08-05 12:00:00	13.28
2024-08-05 13:00:00	14.42
2024-08-05 14:00:00	14.71
2024-08-05 15:00:00	17.89
2024-08-05 16:00:00	22.12
2024-08-05 17:00:00	20.47
2024-08-05 18:00:00	5.76
2024-08-05 19:00:00	8.2
2024-08-05 20:00:00	7.83
2024-08-05 21:00:00	7.34
2024-08-05 22:00:00	7.14
2024-08-05 23:00:00	8.0
2024-08-06 00:00:00	9.25
2024-08-06 01:00:00	8.76
2024-08-06 02:00:00	7.9
2024-08-06 03:00:00	9.62
2024-08-06 04:00:00	5.32
2024-08-06 05:00:00	9.96
2024-08-06 06:00:00	5.26
2024-08-06 07:00:00	6.0
2024-08-06 08:00:00	7.11
2024-08-06 09:00:00	15.16
2024-08-06 10:00:00	16.77
2024-08-06 11:00:00	16.09
2024-08-06 12:00:00	16.76
2024-08-06 13:00:00	15.81
2024-08-06 14:00:00	19.67
2024-08-06 15:00:00	17.3
2024-08-06 16:00:00	19.61
2024-08-06 17:00:00	13.45
2024-08-06 18:00:00	8.74
2024-08-06 19:00:00	6.7
2024-08-06 20:00:00	8.98
2024-08-06 21:00:00	7.44
2024-08-06 22:00:00	7.63
2024-08-06 23:00:00	5.14
2024-08-07 00:00:00	8.22
2024-08-07 01:00:00	6.75
2024-08-07 02:00:00	6.15
2024-08-07 03:00:00	7.17
2024-08-07 04:00:00	6.91
2024-08-07 05:00:00	7.35
2024-08-07 06:00:00	9.9
2024-08-07 07:00:00	6.82
2024-08-07 08:00:00	8.87
2024-08-07 09:00:00	19.32
2024-08-07 10:00:00	24.05
2024-08-07 11:00:00	11.81
2024-08-07 12:00:00	18.46
2024-08-07 13:00:00	15.65
2024-08-07 14:00:00	15.66
2024-08-07 15:00:00	21.02
2024-08-07 16:00:00	15.21
2024-08-07 17:00:00	21.02
2024-08-07 18:00:00	9.98
2024-08-07 19:00:00	5.29
2024-08-07 20:00:00	7.58
2024-08-07 21:00:00	5.16
2024-08-07 22:00:00	7.86
2024-08-07 23:00:00	5.9
2024-08-08 00:00:00	8.15
2024-08-08 01:00:00	9.9
2024-08-08 02:00:00	9.37
2024-08-08 03:00:00	7.26
2024-08-08 04:00:00	8.54
2024-08-08 05:00:00	8.89
2024-08-08 06:00:00	7.47
2024-08-08 07:00:00	7.64
2024-08-08 08:00:00	5.75
2024-08-08 09:00:00	18.07
2024-08-08 10:00:00	13.03
2024-08-08 11:00:00	21.34
2024-08-08 12:00:00	13.44
2024-08-08 13:00:00	17.8
2024-08-08 14:00:00	15.38
2024-08-08 15:00:00	18.45
2024-08-08 16:00:00	14.58
2024-08-08 17:00:00	17.84
2024-08-08 18:00:00	5.36
2024-08-08 19:00:00	7.09
2024-08-08 20:00:00	5.13
2024-08-08 21:00:00	6.46
2024-08-08 22:00:00	7.52
2024-08-08 23:00:00	9.83
2024-08-09 00:00:00	5.55
2024-08-09 01:00:00	8.37
2024-08-09 02:00:00	7.5
2024-08-09 03:00:00	8.89
2024-08-09 04:00:00	5.72
2024-08-09 05:00:00	5.42
2024-08-09 06:00:00	7.0
2024-08-09 07:00:00	8.98
2024-08-09 08:00:00	5.96
2024-08-09 09:00:00	21.0
2024-08-09 10:00:00	16.69
2024-08-09 11:00:00	17.66
2024-08-09 12:00:00	18.22
2024-08-09 13:00:00	20.07
2024-08-09 14:00:00	18.1
2024-08-09 15:00:00	17.81
2024-08-09 16:00:00	14.43
2024-08-09 17:00:00	19.51
2024-08-09 18:00:00	5.08
2024-08-09 19:00:00	5.57
2024-08-09 20:00:00	8.26
2024-08-09 21:00:00	7.01
2024-08-09 22:00:00	6.61
2024-08-09 23:00:00	7.79
2024-08-10 00:00:00	9.97
2024-08-10 01:00:00	9.17
2024-08-10 02:00:00	8.5
2024-08-10 03:00:00	9.59
2024-08-10 04:00:00	5.2
Copied!
